Fecha,Ano,Mes,Dia,Oficina,Sitio_Desembarque,Zo_Captura,Sp_gen,Sp_nom,Pesqueria,Sp,Peso,Precio,Valor,Zona
2012-08-16,2012,8,16,CD. CONSTITUCION,LAS BARRANCAS,LAS BARRANCAS (B.C.S.),TIBURON,TIBURON,TIBURONES Y RAYA,Selachimorpha,86.0,8.0,688.0,zn2
2012-08-16,2012,8,16,CD. CONSTITUCION,LAS BARRANCAS,LAS BARRANCAS (B.C.S.),TIBURON,TRIPA,TIBURONES Y RAYA,Mustelus sp,23.0,5.0,115.0,zn2
2012-08-16,2012,8,16,CD. CONSTITUCION,PUERTO ADOLFO LOPEZ MATEOS,LITORAL LOPEZ MATEOS,TIBURON,TIBURON,TIBURONES Y RAYA,Selachimorpha,1714.0,7.0,11998.0,zn2
2012-08-16,2012,8,16,CD. CONSTITUCION,PUERTO ADOLFO LOPEZ MATEOS,LITORAL LOPEZ MATEOS,TIBURON,TIBURON ZORRO,TIBURONES Y RAYA,Alopias sp,4287.0,7.0,30009.0,zn2
2012-08-16,2012,8,16,SAN CARLOS,PUERTO SAN CARLOS (B.C.S.),ISLA MAGDALENA,TIBURON,TIBURON,TIBURONES Y RAYA,Selachimorpha,5500.0,7.0,38500.0,zn2
2012-08-16,2012,8,16,SAN CARLOS,PUERTO SAN CARLOS (B.C.S.),ISLA MAGDALENA,TIBURON,TIBURON PRIETO,TIBURONES Y RAYA,Carcharhinus falciformis,7500.0,6.0,45000.0,zn2
2012-08-16,2012,8,16,SAN CARLOS,PUERTO SAN CARLOS (B.C.S.),LAS BARRANCAS (B.C.S.),TIBURON,TIBURON,TIBURONES Y RAYA,Selachimorpha,4000.0,7.0,28000.0,zn2
2012-08-16,2012,8,16,SAN CARLOS,PUERTO SAN CARLOS (B.C.S.),LAS BARRANCAS (B.C.S.),TIBURON,TIBURON AZUL,TIBURONES Y RAYA,Prionace glauca,3500.0,7.0,24500.0,zn2
2012-08-16,2012,8,16,SAN CARLOS,PUERTO SAN CARLOS (B.C.S.),LAS BARRANCAS (B.C.S.),TIBURON,TIBURON SEDOSO,TIBURONES Y RAYA,Carcharhinus falciformis,2500.0,7.0,17500.0,zn2
2012-08-17,2012,8,17,CD. CONSTITUCION,PUERTO ADOLFO LOPEZ MATEOS,LITORAL LOPEZ MATEOS,TIBURON,TIBURON,TIBURONES Y RAYA,Selachimorpha,3481.0,8.0,27848.0,zn2
2012-08-17,2012,8,17,CD. CONSTITUCION,PUERTO ADOLFO LOPEZ MATEOS,LITORAL LOPEZ MATEOS,TIBURON,TIBURON AZUL,TIBURONES Y RAYA,Prionace glauca,1120.0,6.0,6720.0,zn2
2012-08-17,2012,8,17,CD. CONSTITUCION,PUERTO ADOLFO LOPEZ MATEOS,LITORAL LOPEZ MATEOS,TIBURON,TIBURON ZORRO,TIBURONES Y RAYA,Alopias sp,4759.0,5.0,23795.0,zn2
2012-08-17,2012,8,17,SAN CARLOS,PUERTO SAN CARLOS (B.C.S.),ISLA MAGDALENA,TIBURON,TIBURON,TIBURONES Y RAYA,Selachimorpha,8100.0,6.5,52650.0,zn2
2012-08-17,2012,8,17,SAN CARLOS,PUERTO SAN CARLOS (B.C.S.),ISLA MAGDALENA,TIBURON,TIBURON ANGELITO,TIBURONES Y RAYA,Squatina californica,800.0,7.0,5600.0,zn2
2012-08-17,2012,8,17,SAN CARLOS,PUERTO SAN CARLOS (B.C.S.),ISLA MAGDALENA,TIBURON,TIBURON CORNUDA,TIBURONES Y RAYA,Sphyrna sp,2500.0,7.0,17500.0,zn2
2012-08-17,2012,8,17,SAN CARLOS,PUERTO SAN CARLOS (B.C.S.),ISLA MAGDALENA,TIBURON,TIBURON SEDOSO,TIBURONES Y RAYA,Carcharhinus falciformis,5000.0,6.5,32500.0,zn2
2012-08-17,2012,8,17,SAN CARLOS,PUERTO SAN CARLOS (B.C.S.),ISLA MAGDALENA,TIBURON,TIBURON VOLADOR,TIBURONES Y RAYA,Carcharhinus limbatus,9500.0,6.0,57000.0,zn2
2012-08-18,2012,8,18,CD. CONSTITUCION,PAILABOTE,ESTERO PAILABOTE,TIBURON,TIBURON,TIBURONES Y RAYA,Selachimorpha,14284.0,8.0,114272.0,zn2
2012-08-18,2012,8,18,CD. CONSTITUCION,PUERTO ADOLFO LOPEZ MATEOS,LITORAL LOPEZ MATEOS,TIBURON,TIBURON,TIBURONES Y RAYA,Selachimorpha,714.0,7.0,4998.0,zn2
2012-08-18,2012,8,18,CD. CONSTITUCION,PUERTO ADOLFO LOPEZ MATEOS,LITORAL LOPEZ MATEOS,TIBURON,TIBURON ZORRO,TIBURONES Y RAYA,Alopias sp,4285.0,7.0,29995.0,zn2
2012-08-18,2012,8,18,SAN CARLOS,PUERTO SAN CARLOS (B.C.S.),BAHIA MAGDALENA (B.C.S.),TIBURON,TIBURON CORNUDA,TIBURONES Y RAYA,Sphyrna sp,300.0,7.0,2100.0,zn2
2012-08-18,2012,8,18,SAN CARLOS,SAN CARLOS,ALTAMAR,TIBURON,TIBURON AZUL,TIBURONES Y RAYA,Prionace glauca,8000.0,1.0,8000.0,zn2
2012-08-18,2012,8,18,SAN CARLOS,SAN CARLOS,ALTAMAR,TIBURON,TIBURON PRIETO,TIBURONES Y RAYA,Carcharhinus falciformis,2600.0,13.0,33800.0,zn2
2012-08-20,2012,8,20,CD. CONSTITUCION,PUERTO ADOLFO LOPEZ MATEOS,LITORAL LOPEZ MATEOS,TIBURON,TIBURON,TIBURONES Y RAYA,Selachimorpha,6450.0,7.0,45150.0,zn2
2012-08-20,2012,8,20,CD. CONSTITUCION,PUERTO ADOLFO LOPEZ MATEOS,LITORAL LOPEZ MATEOS,TIBURON,TIBURON AZUL,TIBURONES Y RAYA,Prionace glauca,900.0,6.0,5400.0,zn2
2012-08-20,2012,8,20,CD. CONSTITUCION,PUERTO ADOLFO LOPEZ MATEOS,LITORAL LOPEZ MATEOS,TIBURON,TIBURON ZORRO,TIBURONES Y RAYA,Alopias sp,1000.0,7.0,7000.0,zn2
2012-08-20,2012,8,20,SAN CARLOS,SAN CARLOS,ALTAMAR,TIBURON,TIBURON,TIBURONES Y RAYA,Selachimorpha,9600.0,4.0,38400.0,zn2
2012-08-21,2012,8,21,CD. CONSTITUCION,SANTA ROSA,BOCA SANTO DOMINGO,TIBURON,TIBURON,TIBURONES Y RAYA,Selachimorpha,4800.0,7.0,33600.0,zn2
2012-08-21,2012,8,21,SAN CARLOS,PUERTO SAN CARLOS (B.C.S.),BAHIA MAGDALENA (B.C.S.),TIBURON,TIBURON,TIBURONES Y RAYA,Selachimorpha,8310.0,10.0,83100.0,zn2
2012-08-21,2012,8,21,SAN CARLOS,PUERTO SAN CARLOS (B.C.S.),BAHIA MAGDALENA (B.C.S.),TIBURON,TIBURON CORNUDA,TIBURONES Y RAYA,Sphyrna sp,871.0,10.0,8710.0,zn2
2012-08-21,2012,8,21,SAN CARLOS,PUERTO SAN CARLOS (B.C.S.),ISLA MAGDALENA,TIBURON,TIBURON,TIBURONES Y RAYA,Selachimorpha,7500.0,7.0,52500.0,zn2
2012-08-21,2012,8,21,SAN CARLOS,PUERTO SAN CARLOS (B.C.S.),ISLA MAGDALENA,TIBURON,TIBURON COLUDO,TIBURONES Y RAYA,Alopias sp,9700.0,5.5,53350.0,zn2
2012-08-21,2012,8,21,SAN CARLOS,PUERTO SAN CARLOS (B.C.S.),ISLA MAGDALENA,TIBURON,TIBURON ENCERADO,TIBURONES Y RAYA,Selachimorpha,4000.0,10.0,40000.0,zn2
2012-08-21,2012,8,21,SAN CARLOS,PUERTO SAN CARLOS (B.C.S.),ISLA MAGDALENA,TIBURON,TIBURON SEDOSO,TIBURONES Y RAYA,Carcharhinus falciformis,20000.0,8.5,170000.0,zn2
2012-08-22,2012,8,22,CD. CONSTITUCION,BUENA VISTA,BOCA SANTO DOMINGO,TIBURON,TIBURON,TIBURONES Y RAYA,Selachimorpha,285.0,5.0,1425.0,zn2
2012-08-22,2012,8,22,CD. CONSTITUCION,ENSENADA BLANCA,ISLA SANTA CATALINA,TIBURON,TIBURON ANGELITO,TIBURONES Y RAYA,Squatina californica,714.0,7.0,4998.0,zn2
2012-08-22,2012,8,22,CD. CONSTITUCION,ENSENADA BLANCA,ISLA SANTA CATALINA,TIBURON,TIBURON ZORRO,TIBURONES Y RAYA,Alopias sp,1428.0,6.0,8568.0,zn2
2012-08-22,2012,8,22,CD. CONSTITUCION,PAILABOTE,BOCA SANTO DOMINGO,TIBURON,TIBURON,TIBURONES Y RAYA,Selachimorpha,14284.0,8.0,114272.0,zn2
2012-08-22,2012,8,22,CD. CONSTITUCION,PUERTO ADOLFO LOPEZ MATEOS,LITORAL LOPEZ MATEOS,TIBURON,TIBURON,TIBURONES Y RAYA,Selachimorpha,7071.0,6.75,47729.25,zn2
2012-08-22,2012,8,22,CD. CONSTITUCION,PUERTO ADOLFO LOPEZ MATEOS,LITORAL LOPEZ MATEOS,TIBURON,TIBURON AZUL,TIBURONES Y RAYA,Prionace glauca,4286.0,5.0,21430.0,zn2
2012-08-22,2012,8,22,CD. CONSTITUCION,PUERTO ADOLFO LOPEZ MATEOS,LITORAL LOPEZ MATEOS,TIBURON,TIBURON ZORRO,TIBURONES Y RAYA,Alopias sp,4857.0,7.0,33999.0,zn2
2012-08-22,2012,8,22,CD. CONSTITUCION,PUERTO ADOLFO LOPEZ MATEOS,LITORAL LOPEZ MATEOS,TIBURON,TRIPA,TIBURONES Y RAYA,Mustelus sp,714.0,8.0,5712.0,zn2
2012-08-22,2012,8,22,CD. CONSTITUCION,PUERTO SAN CARLOS (B.C.S.),CABO TOSCO,TIBURON,TIBURON ZORRO,TIBURONES Y RAYA,Alopias sp,2857.0,6.0,17142.0,zn2
2012-08-22,2012,8,22,SAN CARLOS,PUERTO SAN CARLOS (B.C.S.),ISLA MAGDALENA,TIBURON,TIBURON,TIBURONES Y RAYA,Selachimorpha,2464.0,10.0,24640.0,zn2
2012-08-22,2012,8,22,SAN CARLOS,PUERTO SAN CARLOS (B.C.S.),ISLA MAGDALENA,TIBURON,TIBURON AZUL,TIBURONES Y RAYA,Prionace glauca,722.0,10.0,7220.0,zn2
2012-08-22,2012,8,22,SAN CARLOS,PUERTO SAN CARLOS (B.C.S.),ISLA MAGDALENA,TIBURON,TIBURON CORNUDA,TIBURONES Y RAYA,Sphyrna sp,215.0,10.0,2150.0,zn2
2012-08-24,2012,8,24,CD. CONSTITUCION,PUERTO ADOLFO LOPEZ MATEOS,LITORAL LOPEZ MATEOS,TIBURON,TIBURON ZORRO,TIBURONES Y RAYA,Alopias sp,2143.0,7.0,15001.0,zn2
2012-08-24,2012,8,24,CD. CONSTITUCION,PUERTO SAN CARLOS (B.C.S.),ISLA MAGDALENA,TIBURON,TIBURON ZORRO,TIBURONES Y RAYA,Alopias sp,5714.0,7.0,39998.0,zn2
2012-08-24,2012,8,24,SAN CARLOS,PUERTO SAN CARLOS (B.C.S.),BAHIA MAGDALENA (B.C.S.),TIBURON,TIBURON,TIBURONES Y RAYA,Selachimorpha,150.0,10.0,1500.0,zn2
2012-08-24,2012,8,24,SAN CARLOS,PUERTO SAN CARLOS (B.C.S.),BAHIA MAGDALENA (B.C.S.),TIBURON,TIBURON AZUL,TIBURONES Y RAYA,Prionace glauca,400.0,13.0,5200.0,zn2
2012-08-24,2012,8,24,SAN CARLOS,PUERTO SAN CARLOS (B.C.S.),BAHIA MAGDALENA (B.C.S.),TIBURON,TIBURON COLUDO,TIBURONES Y RAYA,Alopias sp,800.0,13.0,10400.0,zn2
2012-08-25,2012,8,25,CD. CONSTITUCION,PUERTO SAN CARLOS (B.C.S.),SAN LAZARO (SUBZONA III),TIBURON,TIBURON,TIBURONES Y RAYA,Selachimorpha,12000.0,10.0,120000.0,zn2
2012-08-28,2012,8,28,CD. CONSTITUCION,LAS BARRANCAS,LAS BARRANCAS (B.C.S.),TIBURON,TRIPA,TIBURONES Y RAYA,Mustelus sp,156.0,5.0,780.0,zn2
2012-08-28,2012,8,28,SAN CARLOS,PUERTO SAN CARLOS (B.C.S.),ISLA MAGDALENA,TIBURON,TIBURON,TIBURONES Y RAYA,Selachimorpha,1600.0,6.0,9600.0,zn2
2012-08-28,2012,8,28,SAN CARLOS,PUERTO SAN CARLOS (B.C.S.),ISLA MAGDALENA,TIBURON,TIBURON ZORRO,TIBURONES Y RAYA,Alopias sp,800.0,6.0,4800.0,zn2
2012-08-29,2012,8,29,CD. CONSTITUCION,ENSENADA BLANCA,ISLA SANTA CATALINA,TIBURON,TIBURON ANGELITO,TIBURONES Y RAYA,Squatina californica,429.0,9.0,3861.0,zn2
2012-08-29,2012,8,29,CD. CONSTITUCION,ENSENADA BLANCA,ISLA SANTA CATALINA,TIBURON,TIBURON ZORRO,TIBURONES Y RAYA,Alopias sp,1000.0,8.0,8000.0,zn2
2012-08-29,2012,8,29,CD. CONSTITUCION,PUERTO ADOLFO LOPEZ MATEOS,LITORAL LOPEZ MATEOS,TIBURON,TIBURON,TIBURONES Y RAYA,Selachimorpha,1214.0,7.0,8498.0,zn2
2012-08-29,2012,8,29,CD. CONSTITUCION,PUERTO ADOLFO LOPEZ MATEOS,LITORAL LOPEZ MATEOS,TIBURON,TIBURON AZUL,TIBURONES Y RAYA,Prionace glauca,4286.0,5.0,21430.0,zn2
2012-08-29,2012,8,29,CD. CONSTITUCION,PUERTO SAN CARLOS (B.C.S.),SAN LAZARO (SUBZONA III),TIBURON,TIBURON,TIBURONES Y RAYA,Selachimorpha,9000.0,10.0,90000.0,zn2
2012-08-30,2012,8,30,SAN CARLOS,PUERTO SAN CARLOS (B.C.S.),ISLA MAGDALENA,TIBURON,TIBURON,TIBURONES Y RAYA,Selachimorpha,10000.0,7.0,70000.0,zn2
2012-08-30,2012,8,30,SAN CARLOS,PUERTO SAN CARLOS (B.C.S.),LAS BARRANCAS (B.C.S.),TIBURON,TIBURON,TIBURONES Y RAYA,Selachimorpha,4000.0,7.0,28000.0,zn2
2012-08-30,2012,8,30,SAN CARLOS,PUERTO SAN CARLOS (B.C.S.),LAS BARRANCAS (B.C.S.),TIBURON,TIBURON ANGELITO,TIBURONES Y RAYA,Squatina californica,2000.0,6.0,12000.0,zn2
2012-08-30,2012,8,30,SAN CARLOS,PUERTO SAN CARLOS (B.C.S.),LAS BARRANCAS (B.C.S.),TIBURON,TIBURON AZUL,TIBURONES Y RAYA,Prionace glauca,3000.0,7.0,21000.0,zn2
2012-08-30,2012,8,30,SAN CARLOS,PUERTO SAN CARLOS (B.C.S.),LAS BARRANCAS (B.C.S.),TIBURON,TIBURON SEDOSO,TIBURONES Y RAYA,Carcharhinus falciformis,4000.0,7.0,28000.0,zn2
2012-08-31,2012,8,31,CD. CONSTITUCION,EL CHICHARRON,LAS BARRANCAS (B.C.S.),TIBURON,TIBURON CORNUDA,TIBURONES Y RAYA,Sphyrna sp,714.0,6.0,4284.0,zn2
2012-08-31,2012,8,31,CD. CONSTITUCION,PUERTO ADOLFO LOPEZ MATEOS,LITORAL LOPEZ MATEOS,TIBURON,TIBURON,TIBURONES Y RAYA,Selachimorpha,4068.0,9.5,38646.0,zn2
2012-08-31,2012,8,31,CD. CONSTITUCION,PUERTO ADOLFO LOPEZ MATEOS,LITORAL LOPEZ MATEOS,TIBURON,TIBURON AZUL,TIBURONES Y RAYA,Prionace glauca,3309.0,6.0,19854.0,zn2
2012-08-31,2012,8,31,CD. CONSTITUCION,PUERTO ADOLFO LOPEZ MATEOS,LITORAL LOPEZ MATEOS,TIBURON,TIBURON CORNUDA,TIBURONES Y RAYA,Sphyrna sp,237.0,12.0,2844.0,zn2
2012-08-31,2012,8,31,CD. CONSTITUCION,PUERTO ADOLFO LOPEZ MATEOS,LITORAL LOPEZ MATEOS,TIBURON,TIBURON MARTILLO,TIBURONES Y RAYA,Sphyrna sp,190.0,6.0,1140.0,zn2
2012-08-31,2012,8,31,CD. CONSTITUCION,PUERTO ADOLFO LOPEZ MATEOS,LITORAL LOPEZ MATEOS,TIBURON,TIBURON ZORRO,TIBURONES Y RAYA,Alopias sp,577.0,5.0,2885.0,zn2
2012-08-31,2012,8,31,CD. CONSTITUCION,PUERTO ADOLFO LOPEZ MATEOS,SAN LAZARO (SUBZONA III),TIBURON,TIBURON,TIBURONES Y RAYA,Selachimorpha,2653.0,9.5,25203.5,zn2
2012-08-31,2012,8,31,CD. CONSTITUCION,PUERTO ADOLFO LOPEZ MATEOS,SAN LAZARO (SUBZONA III),TIBURON,TIBURON AZUL,TIBURONES Y RAYA,Prionace glauca,1049.0,6.0,6294.0,zn2
2012-08-31,2012,8,31,CD. CONSTITUCION,PUERTO ADOLFO LOPEZ MATEOS,SAN LAZARO (SUBZONA III),TIBURON,TIBURON CORNUDA,TIBURONES Y RAYA,Sphyrna sp,151.0,12.0,1812.0,zn2
2012-08-31,2012,8,31,CD. CONSTITUCION,PUERTO ADOLFO LOPEZ MATEOS,SAN LAZARO (SUBZONA III),TIBURON,TIBURON MARTILLO,TIBURONES Y RAYA,Sphyrna sp,791.0,6.0,4746.0,zn2
2012-08-31,2012,8,31,CD. CONSTITUCION,PUERTO ADOLFO LOPEZ MATEOS,SAN LAZARO (SUBZONA III),TIBURON,TIBURON ZORRO,TIBURONES Y RAYA,Alopias sp,477.0,5.0,2385.0,zn2
2012-08-31,2012,8,31,CD. CONSTITUCION,SAN JUANICO II (OCEANO PACIFICO),SAN JUANICO II (OCEANO PACIFICO),TIBURON,TRIPA,TIBURONES Y RAYA,Mustelus sp,499.0,5.0,2495.0,zn2
2012-08-31,2012,8,31,CD. CONSTITUCION,SANTA ROSA,BOCA SANTO DOMINGO,TIBURON,TRIPA,TIBURONES Y RAYA,Mustelus sp,286.0,9.0,2574.0,zn2
2012-08-31,2012,8,31,SAN CARLOS,PUERTO SAN CARLOS (B.C.S.),BAHIA MAGDALENA (B.C.S.),TIBURON,TIBURON,TIBURONES Y RAYA,Selachimorpha,500.0,6.0,3000.0,zn2
2012-08-31,2012,8,31,SAN CARLOS,PUERTO SAN CARLOS (B.C.S.),BAHIA MAGDALENA (B.C.S.),TIBURON,TIBURON COLUDO,TIBURONES Y RAYA,Alopias sp,2284.0,6.0,13704.0,zn2
2012-08-31,2012,8,31,SAN CARLOS,PUERTO SAN CARLOS (B.C.S.),BAHIA MAGDALENA (B.C.S.),TIBURON,TIBURON CORNUDA,TIBURONES Y RAYA,Sphyrna sp,800.0,6.0,4800.0,zn2
2012-09-01,2012,9,1,SAN CARLOS,PUERTO SAN CARLOS (B.C.S.),ISLA MAGDALENA,TIBURON,TIBURON SEDOSO,TIBURONES Y RAYA,Carcharhinus falciformis,4000.0,7.0,28000.0,zn2
2012-09-04,2012,9,4,CD. CONSTITUCION,ENSENADA BLANCA,ISLA SANTA CATALINA,TIBURON,TIBURON,TIBURONES Y RAYA,Selachimorpha,714.0,10.0,7140.0,zn2
2012-09-04,2012,9,4,CD. CONSTITUCION,ENSENADA BLANCA,ISLA SANTA CATALINA,TIBURON,TIBURON ANGELITO,TIBURONES Y RAYA,Squatina californica,429.0,8.0,3432.0,zn2
2012-09-04,2012,9,4,CD. CONSTITUCION,PUERTO SAN CARLOS (B.C.S.),ISLA MAGDALENA,TIBURON,TIBURON,TIBURONES Y RAYA,Selachimorpha,1428.0,5.0,7140.0,zn2
2012-09-04,2012,9,4,SAN CARLOS,PUERTO SAN CARLOS (B.C.S.),BAHIA MAGDALENA (B.C.S.),TIBURON,TIBURON,TIBURONES Y RAYA,Selachimorpha,6000.0,10.0,60000.0,zn2
2012-09-04,2012,9,4,SAN CARLOS,PUERTO SAN CARLOS (B.C.S.),ISLA MAGDALENA,TIBURON,TIBURON COLUDO,TIBURONES Y RAYA,Alopias sp,7000.0,7.0,49000.0,zn2
2012-09-06,2012,9,6,SAN CARLOS,PUERTO SAN CARLOS (B.C.S.),ISLA MAGDALENA,TIBURON,TIBURON COLUDO,TIBURONES Y RAYA,Alopias sp,6000.0,7.0,42000.0,zn2
2012-09-10,2012,9,10,SAN CARLOS,SAN CARLOS,ALTAMAR,TIBURON,TIBURON,TIBURONES Y RAYA,Selachimorpha,48.0,10.0,480.0,zn2
2012-09-12,2012,9,12,CD. CONSTITUCION,PUERTO ADOLFO LOPEZ MATEOS,LITORAL LOPEZ MATEOS,TIBURON,TIBURON,TIBURONES Y RAYA,Selachimorpha,2143.0,6.0,12858.0,zn2
2012-09-13,2012,9,13,CD. CONSTITUCION,PUERTO ADOLFO LOPEZ MATEOS,LITORAL LOPEZ MATEOS,TIBURON,TIBURON,TIBURONES Y RAYA,Selachimorpha,14000.0,8.0,112000.0,zn2
2012-09-15,2012,9,15,CD. CONSTITUCION,PUERTO ADOLFO LOPEZ MATEOS,LITORAL LOPEZ MATEOS,TIBURON,TIBURON,TIBURONES Y RAYA,Selachimorpha,3571.0,6.0,21426.0,zn2
2012-09-19,2012,9,19,CD. CONSTITUCION,ENSENADA BLANCA,ISLA SANTA CATALINA,TIBURON,TIBURON,TIBURONES Y RAYA,Selachimorpha,1571.0,10.0,15710.0,zn2
2012-09-19,2012,9,19,CD. CONSTITUCION,ENSENADA BLANCA,ISLA SANTA CATALINA,TIBURON,TIBURON ANGELITO,TIBURONES Y RAYA,Squatina californica,429.0,8.0,3432.0,zn2
2012-09-19,2012,9,19,CD. CONSTITUCION,PUERTO ADOLFO LOPEZ MATEOS,LITORAL LOPEZ MATEOS,TIBURON,TIBURON,TIBURONES Y RAYA,Selachimorpha,3571.0,6.0,21426.0,zn2
2012-09-24,2012,9,24,SAN CARLOS,PUERTO SAN CARLOS (B.C.S.),BAHIA MAGDALENA (B.C.S.),TIBURON,TRIPA,TIBURONES Y RAYA,Mustelus sp,90.0,8.0,720.0,zn2
2012-09-28,2012,9,28,CD. CONSTITUCION,LAS BARRANCAS,LAS BARRANCAS (B.C.S.),TIBURON,TIBURON ANGELITO,TIBURONES Y RAYA,Squatina californica,140.0,7.0,980.0,zn2
2012-09-28,2012,9,28,CD. CONSTITUCION,PUERTO ADOLFO LOPEZ MATEOS,LITORAL LOPEZ MATEOS,TIBURON,TIBURON,TIBURONES Y RAYA,Selachimorpha,12000.0,8.0,96000.0,zn2
2012-09-28,2012,9,28,SAN CARLOS,PUERTO SAN CARLOS (B.C.S.),LITORAL LOPEZ MATEOS,TIBURON,TIBURON,TIBURONES Y RAYA,Selachimorpha,3660.0,8.0,29280.0,zn2
2012-09-28,2012,9,28,SAN CARLOS,PUERTO SAN CARLOS (B.C.S.),LITORAL LOPEZ MATEOS,TIBURON,TIBURON TUNERO,TIBURONES Y RAYA,Carcharhinus falciformis,3580.0,9.0,32220.0,zn2
2012-09-28,2012,9,28,SAN CARLOS,PUERTO SAN CARLOS (B.C.S.),LITORAL LOPEZ MATEOS,TIBURON,TIBURON VOLADOR,TIBURONES Y RAYA,Carcharhinus limbatus,2953.0,8.0,23624.0,zn2
2012-10-05,2012,10,5,SAN CARLOS,PUERTO SAN CARLOS (B.C.S.),BAHIA MAGDALENA (B.C.S.),TIBURON,TIBURON SEDOSO,TIBURONES Y RAYA,Carcharhinus falciformis,600.0,7.0,4200.0,zn2
2012-10-09,2012,10,9,CD. CONSTITUCION,PUERTO ADOLFO LOPEZ MATEOS,LITORAL LOPEZ MATEOS,TIBURON,TRIPA,TIBURONES Y RAYA,Mustelus sp,1714.0,7.0,11998.0,zn2
2012-10-15,2012,10,15,CD. CONSTITUCION,PUERTO ADOLFO LOPEZ MATEOS,LITORAL LOPEZ MATEOS,TIBURON,TRIPA,TIBURONES Y RAYA,Mustelus sp,1714.0,8.0,13712.0,zn2
2012-10-18,2012,10,18,CD. CONSTITUCION,PUERTO SAN CARLOS (B.C.S.),SAN LAZARO (SUBZONA III),TIBURON,TIBURON,TIBURONES Y RAYA,Selachimorpha,3000.0,8.0,24000.0,zn2
2012-10-20,2012,10,20,CD. CONSTITUCION,PUERTO ADOLFO LOPEZ MATEOS,LITORAL LOPEZ MATEOS,TIBURON,TRIPA,TIBURONES Y RAYA,Mustelus sp,1714.0,8.0,13712.0,zn2
2012-10-23,2012,10,23,CD. CONSTITUCION,ENSENADA BLANCA,ISLA SANTA CATALINA,TIBURON,TIBURON ANGELITO,TIBURONES Y RAYA,Squatina californica,286.0,9.0,2574.0,zn2
2012-10-23,2012,10,23,SAN CARLOS,PUERTO SAN CARLOS (B.C.S.),ISLA MAGDALENA,TIBURON,TIBURON ANGELITO,TIBURONES Y RAYA,Squatina californica,200.0,5.0,1000.0,zn2
2012-11-06,2012,11,6,CD. CONSTITUCION,ENSENADA BLANCA,ISLA SANTA CATALINA,TIBURON,TIBURON ANGELITO,TIBURONES Y RAYA,Squatina californica,286.0,8.0,2288.0,zn2
2012-11-06,2012,11,6,CD. CONSTITUCION,PUERTO ADOLFO LOPEZ MATEOS,LITORAL LOPEZ MATEOS,TIBURON,TIBURON,TIBURONES Y RAYA,Selachimorpha,1572.0,8.0,12576.0,zn2
2012-11-06,2012,11,6,CD. CONSTITUCION,PUERTO ADOLFO LOPEZ MATEOS,LITORAL LOPEZ MATEOS,TIBURON,TIBURON ANGELITO,TIBURONES Y RAYA,Squatina californica,2643.0,7.0,18501.0,zn2
2012-11-06,2012,11,6,CD. CONSTITUCION,PUERTO ADOLFO LOPEZ MATEOS,LITORAL LOPEZ MATEOS,TIBURON,TIBURON VOLADOR,TIBURONES Y RAYA,Carcharhinus limbatus,2857.0,6.0,17142.0,zn2
2012-11-09,2012,11,9,SAN CARLOS,PUERTO SAN CARLOS (B.C.S.),ISLA MAGDALENA,TIBURON,TIBURON ANGELITO,TIBURONES Y RAYA,Squatina californica,160.0,6.0,960.0,zn2
2012-11-16,2012,11,16,SAN CARLOS,PUERTO SAN CARLOS (B.C.S.),ISLA MAGDALENA,TIBURON,TIBURON,TIBURONES Y RAYA,Selachimorpha,94.0,8.0,752.0,zn2
2012-11-20,2012,11,20,CD. CONSTITUCION,ENSENADA BLANCA,ISLA SANTA CATALINA,TIBURON,TIBURON ANGELITO,TIBURONES Y RAYA,Squatina californica,428.0,8.0,3424.0,zn2
2012-11-20,2012,11,20,CD. CONSTITUCION,PUERTO ADOLFO LOPEZ MATEOS,LITORAL LOPEZ MATEOS,TIBURON,TIBURON,TIBURONES Y RAYA,Selachimorpha,2143.0,7.0,15001.0,zn2
2012-11-20,2012,11,20,CD. CONSTITUCION,PUERTO ADOLFO LOPEZ MATEOS,LITORAL LOPEZ MATEOS,TIBURON,TIBURON AZUL,TIBURONES Y RAYA,Prionace glauca,2857.0,4.0,11428.0,zn2
2012-11-20,2012,11,20,SAN CARLOS,PUERTO SAN CARLOS (B.C.S.),ISLA MAGDALENA,TIBURON,TIBURON,TIBURONES Y RAYA,Selachimorpha,150.0,5.0,750.0,zn2
2012-11-22,2012,11,22,SAN CARLOS,PUERTO SAN CARLOS (B.C.S.),BAHIA MAGDALENA (B.C.S.),TIBURON,TIBURON,TIBURONES Y RAYA,Selachimorpha,15000.0,10.0,150000.0,zn2
2012-11-23,2012,11,23,SAN CARLOS,PUERTO SAN CARLOS (B.C.S.),ISLA MAGDALENA,TIBURON,TIBURON,TIBURONES Y RAYA,Selachimorpha,1600.0,9.0,14400.0,zn2
2012-11-26,2012,11,26,CD. CONSTITUCION,LAS BARRANCAS,LAS BARRANCAS (B.C.S.),TIBURON,TIBURON,TIBURONES Y RAYA,Selachimorpha,286.0,8.0,2288.0,zn2
2012-11-29,2012,11,29,SAN CARLOS,PUERTO SAN CARLOS (B.C.S.),ISLA MAGDALENA,TIBURON,TIBURON,TIBURONES Y RAYA,Selachimorpha,157.0,5.0,785.0,zn2
